@RELATION cleaned_computed_insight_success_of_active_sellers_grouped

@ATTRIBUTE listed_products NUMERIC
@ATTRIBUTE total_units_sold NUMERIC
@ATTRIBUTE mean_units_sold_per_product NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE merchant_ratings_count NUMERIC
@ATTRIBUTE mean_product_prices NUMERIC
@ATTRIBUTE mean_retail_prices NUMERIC
@ATTRIBUTE average_discount NUMERIC
@ATTRIBUTE mean_product_ratings_count NUMERIC
@ATTRIBUTE total_urgency_count NUMERIC
@ATTRIBUTE urgency_text_rate_group {none,low,medium,high}

@DATA
1,5000,5000.0,3.966,1029.0,2.0,2.0,0.0,320.0,0.0,none
1,5000,5000.0,3.978,1288.0,12.0,17.0,30.0,387.0,0.0,none
1,5000,5000.0,3.981,56745.0,13.0,11.0,-18.0,1224.0,0.0,none
1,5000,5000.0,3.981,1821.0,9.0,8.0,-12.0,593.0,0.0,none
1,5000,5000.0,3.986,3915.0,9.0,8.0,-12.0,878.0,1.0,high
1,5000,5000.0,3.995,7889.0,9.0,50.0,82.0,985.0,0.0,none
1,5000,5000.0,4.002,12574.0,8.0,7.0,-14.0,581.0,1.0,high
1,5000,5000.0,4.015,1181.0,9.0,19.0,53.0,588.0,0.0,none
1,5000,5000.0,4.018,571.0,12.0,13.0,8.0,192.0,0.0,none
1,5000,5000.0,4.022,35751.0,11.0,88.0,88.0,1514.0,0.0,none
1,5000,5000.0,4.025,12033.0,7.0,6.0,-16.0,601.0,0.0,none
1,5000,5000.0,4.029,5995.0,5.0,5.0,0.0,763.0,0.0,none
1,5000,5000.0,4.04,32323.0,15.0,13.0,-15.0,1632.0,0.0,none
1,5000,5000.0,4.041,15436.0,6.0,6.0,0.0,616.0,0.0,none
1,5000,5000.0,4.041,14194.0,8.0,7.0,-14.0,1248.0,0.0,none
1,5000,5000.0,4.045,12933.0,9.0,8.0,-12.0,1336.0,0.0,none
1,5000,5000.0,4.046,2700.0,8.0,17.0,53.0,787.0,0.0,none
1,5000,5000.0,4.048,24771.0,9.0,8.0,-12.0,740.0,0.0,none
1,5000,5000.0,4.053,15855.0,18.0,27.0,34.0,1903.0,0.0,none
1,5000,5000.0,4.054,39395.0,8.0,7.0,-14.0,1269.0,0.0,none
1,5000,5000.0,4.054,13879.0,11.0,11.0,0.0,1401.0,0.0,none
1,5000,5000.0,4.057,4335.0,9.0,8.0,-12.0,613.0,0.0,none
1,5000,5000.0,4.058,2359.0,9.0,13.0,31.0,1017.0,0.0,none
1,5000,5000.0,4.064,20824.0,8.0,65.0,88.0,1366.0,0.0,none
1,5000,5000.0,4.069,1998.0,6.0,29.0,80.0,615.0,0.0,none
1,5000,5000.0,4.071,253249.0,3.67,9.0,60.0,510.0,1.0,high
1,5000,5000.0,4.081,8500.0,11.0,10.0,-10.0,728.0,0.0,none
1,5000,5000.0,4.089,5534.0,5.65,9.0,38.0,1002.0,1.0,high
1,5000,5000.0,4.091,14275.0,9.0,8.0,-12.0,827.0,0.0,none
1,5000,5000.0,4.093,9116.0,19.0,21.0,10.0,1561.0,1.0,high
1,5000,5000.0,4.1,591.0,2.0,7.0,72.0,239.0,0.0,none
1,5000,5000.0,4.11,4220.0,14.0,26.0,47.0,437.0,0.0,none
1,5000,5000.0,4.121,11883.0,5.0,5.0,0.0,883.0,0.0,none
1,5000,5000.0,4.131,4921.0,8.0,7.0,-14.0,983.0,0.0,none
1,5000,5000.0,4.135,33705.0,7.0,9.0,23.0,1169.0,1.0,high
1,5000,5000.0,4.138,9465.0,5.69,17.0,67.0,922.0,0.0,none
1,5000,5000.0,4.146,2293.0,3.73,9.0,59.0,856.0,0.0,none
1,5000,5000.0,4.156,13308.0,6.0,17.0,65.0,1650.0,0.0,none
1,5000,5000.0,4.158,6476.0,6.0,38.0,85.0,1442.0,0.0,none
1,5000,5000.0,4.171,602.0,11.0,38.0,72.0,377.0,0.0,none
1,5000,5000.0,4.176,8166.0,8.0,7.0,-14.0,917.0,0.0,none
1,5000,5000.0,4.177,9486.0,6.0,6.0,0.0,901.0,0.0,none
1,5000,5000.0,4.178,4373.0,8.0,7.0,-14.0,957.0,0.0,none
1,5000,5000.0,4.193,4632.0,8.0,58.0,87.0,920.0,0.0,none
1,5000,5000.0,4.193,11680.0,7.0,25.0,72.0,774.0,0.0,none
1,5000,5000.0,4.2,3532.0,8.0,122.0,94.0,1355.0,0.0,none
1,5000,5000.0,4.216,41906.0,8.0,27.0,71.0,921.0,0.0,none
1,5000,5000.0,4.226,13075.0,14.0,68.0,80.0,734.0,0.0,none
1,5000,5000.0,4.228,2114.0,5.69,5.0,-13.0,437.0,0.0,none
1,5000,5000.0,4.23,8740.0,5.0,5.0,0.0,667.0,0.0,none
1,5000,5000.0,4.231,228676.0,16.0,34.0,53.0,1612.0,1.0,high
1,5000,5000.0,4.232,5985.0,14.0,89.0,85.0,647.0,0.0,none
1,5000,5000.0,4.237,24306.0,13.0,68.0,81.0,1095.0,1.0,high
1,5000,5000.0,4.25,4809.0,7.0,22.0,69.0,797.0,0.0,none
1,5000,5000.0,4.251,2380.0,8.0,7.0,-14.0,870.0,0.0,none
1,5000,5000.0,4.252,92654.0,5.65,5.0,-13.0,998.0,0.0,none
1,5000,5000.0,4.253,4610.0,11.0,10.0,-10.0,1556.0,0.0,none
1,5000,5000.0,4.257,23609.0,11.0,10.0,-10.0,1183.0,0.0,none
1,5000,5000.0,4.261,32386.0,14.0,84.0,84.0,686.0,0.0,none
1,5000,5000.0,4.267,12083.0,16.0,56.0,72.0,781.0,1.0,high
1,5000,5000.0,4.279,3209.0,8.0,7.0,-14.0,894.0,0.0,none
1,5000,5000.0,4.297,13510.0,5.0,5.0,0.0,1013.0,1.0,high
1,5000,5000.0,4.299,68339.0,8.0,7.0,-14.0,2737.0,1.0,high
1,5000,5000.0,4.304,4191.0,3.0,17.0,83.0,788.0,0.0,none
1,5000,5000.0,4.306,223392.0,2.66,3.0,12.0,1136.0,0.0,none
1,5000,5000.0,4.316,92005.0,8.0,7.0,-14.0,1512.0,0.0,none
1,5000,5000.0,4.397,1963.0,8.0,17.0,53.0,907.0,0.0,none
1,5000,5000.0,4.398,12666.0,4.0,26.0,85.0,825.0,0.0,none
1,5000,5000.0,4.465,47476.0,11.0,26.0,58.0,1571.0,0.0,none
1,5000,5000.0,4.471,19184.0,15.0,13.0,-15.0,1257.0,0.0,none
4,4000,1000.0,4.057,47356.0,13.0,11.25,-15.0,407.0,2.0,medium
5,3200,640.0,4.033,5264.0,9.2,11.0,17.0,261.0,1.0,low
4,3100,775.0,4.195,4811.0,11.5,22.75,14.0,167.0,2.0,medium
3,3000,1000.0,3.96,703.0,8.62,63.0,86.0,86.0,1.0,medium
6,2400,400.0,3.959,5654.0,3.12,3.33,9.0,97.0,3.0,medium
5,2300,460.0,3.79,105015.0,6.83,6.6,1.0,64.0,2.0,medium
5,2300,460.0,3.943,247.0,7.53,6.8,-7.0,51.0,2.0,medium
5,2250,450.0,3.797,3762.0,6.03,7.0,21.0,34.0,4.0,high
4,2200,550.0,3.957,9470.0,6.37,5.5,-15.0,197.0,1.0,medium
4,2200,550.0,4.003,2044.0,5.89,21.5,60.0,84.0,2.0,medium
3,2100,700.0,3.953,7858.0,6.55,14.67,43.0,235.0,1.0,medium
3,2100,700.0,3.965,7936.0,6.0,5.67,-3.0,86.0,1.0,medium
3,2100,700.0,4.024,3300.0,7.67,25.33,40.0,151.0,0.0,none
3,2100,700.0,4.064,38985.0,9.67,48.0,65.0,359.0,1.0,medium
3,2100,700.0,4.117,31138.0,3.53,6.67,48.0,86.0,1.0,medium
3,2100,700.0,4.15,2248.0,9.67,9.0,-6.0,249.0,2.0,high
3,2100,700.0,4.232,4516.0,9.33,20.33,52.0,87.0,0.0,none
2,2000,1000.0,3.476,942.0,8.0,7.0,-14.0,86.0,0.0,none
2,2000,1000.0,3.677,232.0,6.0,10.0,40.0,87.0,1.0,medium
2,2000,1000.0,3.81,28295.0,6.9,20.0,56.0,104.0,0.0,none
2,2000,1000.0,3.862,25914.0,6.0,47.0,88.0,134.0,1.0,medium
2,2000,1000.0,3.871,13979.0,5.5,19.0,67.0,62.0,0.0,none
2,2000,1000.0,3.895,25631.0,5.85,13.0,55.0,602.0,1.0,medium
2,2000,1000.0,3.908,87178.0,11.0,152.0,93.0,808.0,1.0,medium
2,2000,1000.0,3.91,20478.0,12.0,17.0,30.0,103.0,1.0,medium
2,2000,1000.0,3.949,36913.0,7.5,11.0,30.0,59.0,1.0,medium
2,2000,1000.0,3.965,3373.0,9.0,65.0,87.0,162.0,1.0,medium
2,2000,1000.0,3.965,1322.0,8.0,7.0,-14.0,373.0,1.0,medium
2,2000,1000.0,4.012,1290.0,7.0,50.0,86.0,49.0,1.0,medium
2,2000,1000.0,4.013,9341.0,7.0,6.0,-16.0,245.0,1.0,medium
2,2000,1000.0,4.039,16523.0,11.0,33.5,33.0,576.0,1.0,medium
2,2000,1000.0,4.057,6715.0,10.0,33.5,35.0,130.0,1.0,medium
2,2000,1000.0,4.06,7034.0,9.33,8.5,-6.0,295.0,0.0,none
2,2000,1000.0,4.097,2076.0,8.0,7.0,-14.0,220.0,0.0,none
2,2000,1000.0,4.109,612.0,8.0,7.0,-14.0,118.0,1.0,medium
2,2000,1000.0,4.151,11900.0,14.0,75.5,82.0,159.0,0.0,none
2,2000,1000.0,4.173,10377.0,5.84,11.0,47.0,307.0,1.0,medium
2,2000,1000.0,4.182,3161.0,5.87,36.0,73.0,163.0,0.0,none
2,2000,1000.0,4.184,6775.0,15.0,68.0,78.0,546.0,1.0,medium
2,2000,1000.0,4.288,3883.0,5.0,5.0,0.0,435.0,1.0,medium
2,2000,1000.0,4.325,2792.0,5.0,5.0,0.0,31.0,1.0,medium
2,2000,1000.0,4.331,4508.0,12.0,22.0,46.0,258.0,2.0,high
2,2000,1000.0,4.382,13625.0,7.0,30.0,77.0,179.0,1.0,medium
2,2000,1000.0,4.391,6187.0,5.87,11.0,47.0,209.0,1.0,medium
4,1300,325.0,3.729,288.0,10.25,9.0,-13.0,101.0,2.0,medium
4,1300,325.0,3.852,8989.0,8.5,7.5,-13.0,92.0,1.0,medium
4,1300,325.0,3.953,17471.0,7.37,6.5,-14.0,178.0,1.0,medium
4,1300,325.0,4.024,12919.0,7.0,6.25,-7.0,22.0,1.0,medium
3,1200,400.0,3.895,26473.0,8.54,24.0,49.0,172.0,1.0,medium
3,1200,400.0,3.917,33855.0,9.26,34.0,53.0,171.0,0.0,none
3,1200,400.0,4.033,45151.0,12.67,11.0,-15.0,207.0,1.0,medium
3,1200,400.0,4.048,7627.0,11.22,11.0,2.0,182.0,1.0,medium
3,1200,400.0,4.106,7363.0,8.0,9.33,16.0,103.0,0.0,none
3,1200,400.0,4.218,514.0,16.0,14.0,-14.0,97.0,1.0,medium
3,1200,400.0,4.235,26833.0,13.0,93.33,87.0,210.0,0.0,none
3,1200,400.0,4.277,794.0,9.67,8.67,-12.0,60.0,1.0,medium
3,1150,383.0,4.039,7676.0,9.28,13.33,35.0,90.0,0.0,none
3,1150,383.0,4.11,9395.0,6.67,26.33,76.0,206.0,1.0,medium
2,1100,550.0,3.736,1452.0,11.5,10.5,-9.0,103.0,0.0,none
2,1100,550.0,3.838,2055.0,7.5,6.5,-15.0,93.0,1.0,medium
2,1100,550.0,3.867,12134.0,6.46,5.5,-17.0,243.0,1.0,medium
2,1100,550.0,3.871,5175.0,9.5,8.5,-12.0,158.0,0.0,none
2,1100,550.0,3.992,484.0,1.77,5.5,46.0,62.0,1.0,medium
2,1100,550.0,4.007,1373.0,1.8,25.5,94.0,22.0,1.0,medium
2,1100,550.0,4.025,47981.0,8.0,29.5,67.0,229.0,0.0,none
2,1100,550.0,4.039,1559.0,5.35,5.0,-4.0,109.0,1.0,medium
2,1100,550.0,4.054,9857.0,5.33,5.0,-6.0,131.0,1.0,medium
2,1100,550.0,4.094,11401.0,7.0,28.5,40.0,69.0,1.0,medium
2,1100,550.0,4.189,2707.0,4.43,4.5,2.0,101.0,0.0,none
2,1100,550.0,4.234,15551.0,14.0,95.5,86.0,115.0,1.0,medium
2,1100,550.0,4.253,104269.0,11.5,87.5,88.0,375.0,0.0,none
2,1050,525.0,4.003,4773.0,8.5,59.0,85.0,25.0,1.0,medium
1,1000,1000.0,3.583,3809.0,5.0,22.0,78.0,395.0,0.0,none
1,1000,1000.0,3.59,82219.0,9.0,9.0,0.0,300.0,0.0,none
1,1000,1000.0,3.626,265.0,3.87,4.0,4.0,62.0,1.0,high
1,1000,1000.0,3.681,342.0,12.0,11.0,-9.0,286.0,0.0,none
1,1000,1000.0,3.683,104.0,11.0,75.0,86.0,70.0,0.0,none
1,1000,1000.0,3.703,626.0,11.0,83.0,87.0,118.0,0.0,none
1,1000,1000.0,3.741,42514.0,8.0,18.0,56.0,158.0,0.0,none
1,1000,1000.0,3.749,6632.0,9.0,48.0,82.0,135.0,0.0,none
1,1000,1000.0,3.761,18762.0,19.0,17.0,-11.0,255.0,0.0,none
1,1000,1000.0,3.766,667.0,11.0,11.0,0.0,223.0,1.0,high
1,1000,1000.0,3.766,821.0,8.0,7.0,-14.0,294.0,0.0,none
1,1000,1000.0,3.768,2078.0,11.0,22.0,50.0,129.0,0.0,none
1,1000,1000.0,3.79,21842.0,4.86,8.0,40.0,115.0,0.0,none
1,1000,1000.0,3.794,383.0,6.0,30.0,80.0,325.0,0.0,none
1,1000,1000.0,3.811,1685.0,7.0,6.0,-16.0,46.0,0.0,none
1,1000,1000.0,3.817,8362.0,11.0,11.0,0.0,131.0,0.0,none
1,1000,1000.0,3.82,4924.0,12.0,11.0,-9.0,181.0,0.0,none
1,1000,1000.0,3.829,738.0,8.0,7.0,-14.0,62.0,0.0,none
1,1000,1000.0,3.842,1733.0,11.0,10.0,-10.0,410.0,0.0,none
1,1000,1000.0,3.845,670.0,6.0,6.0,0.0,134.0,0.0,none
1,1000,1000.0,3.855,15812.0,6.0,22.0,73.0,47.0,1.0,high
1,1000,1000.0,3.855,15407.0,12.0,85.0,86.0,137.0,0.0,none
1,1000,1000.0,3.857,13814.0,9.0,8.0,-12.0,81.0,0.0,none
1,1000,1000.0,3.858,8197.0,1.0,11.0,91.0,5.0,0.0,none
1,1000,1000.0,3.861,2397.0,12.0,11.0,-9.0,928.0,0.0,none
1,1000,1000.0,3.864,3727.0,12.0,11.0,-9.0,398.0,0.0,none
1,1000,1000.0,3.876,8433.0,8.0,42.0,81.0,409.0,0.0,none
1,1000,1000.0,3.877,13309.0,6.0,56.0,90.0,938.0,0.0,none
1,1000,1000.0,3.878,16085.0,11.0,159.0,94.0,585.0,0.0,none
1,1000,1000.0,3.883,2072.0,3.9,5.0,22.0,57.0,1.0,high
1,1000,1000.0,3.885,21012.0,8.0,9.0,12.0,45.0,0.0,none
1,1000,1000.0,3.892,870.0,12.0,11.0,-9.0,646.0,0.0,none
1,1000,1000.0,3.893,466.0,8.0,7.0,-14.0,152.0,0.0,none
1,1000,1000.0,3.894,11354.0,15.0,13.0,-15.0,854.0,0.0,none
1,1000,1000.0,3.894,28694.0,9.0,9.0,0.0,238.0,0.0,none
1,1000,1000.0,3.895,3668.0,11.0,10.0,-10.0,85.0,0.0,none
1,1000,1000.0,3.896,1403.0,11.0,10.0,-10.0,113.0,0.0,none
1,1000,1000.0,3.896,433.0,11.0,10.0,-10.0,299.0,0.0,none
1,1000,1000.0,3.897,3743.0,16.0,59.0,73.0,222.0,0.0,none
1,1000,1000.0,3.9,4072.0,8.0,25.0,68.0,220.0,0.0,none
1,1000,1000.0,3.901,892.0,8.0,17.0,53.0,288.0,0.0,none
1,1000,1000.0,3.905,10320.0,5.0,5.0,0.0,102.0,1.0,high
1,1000,1000.0,3.907,1722.0,9.0,8.0,-12.0,248.0,0.0,none
1,1000,1000.0,3.91,3119.0,2.0,56.0,97.0,41.0,0.0,none
1,1000,1000.0,3.912,4136.0,8.0,72.0,89.0,153.0,0.0,none
1,1000,1000.0,3.931,331.0,7.0,6.0,-16.0,68.0,0.0,none
1,1000,1000.0,3.932,543.0,11.0,10.0,-10.0,212.0,0.0,none
1,1000,1000.0,3.936,17738.0,6.0,6.0,0.0,352.0,0.0,none
1,1000,1000.0,3.939,905.0,8.0,34.0,77.0,429.0,0.0,none
1,1000,1000.0,3.94,16527.0,9.0,9.0,0.0,129.0,0.0,none
1,1000,1000.0,3.942,171.0,13.0,19.0,32.0,151.0,1.0,high
1,1000,1000.0,3.942,365.0,1.68,2.0,16.0,51.0,1.0,high
1,1000,1000.0,3.949,1335.0,15.0,25.0,40.0,408.0,0.0,none
1,1000,1000.0,3.95,2685.0,6.0,7.0,15.0,258.0,1.0,high
1,1000,1000.0,3.951,14780.0,8.0,252.0,97.0,161.0,0.0,none
1,1000,1000.0,3.959,193.0,2.69,3.0,11.0,74.0,0.0,none
1,1000,1000.0,3.96,40457.0,14.0,12.0,-16.0,548.0,1.0,high
1,1000,1000.0,3.965,16757.0,7.0,6.0,-16.0,601.0,0.0,none
1,1000,1000.0,3.967,12763.0,7.0,50.0,86.0,408.0,1.0,high
1,1000,1000.0,3.97,6457.0,6.0,23.0,74.0,251.0,0.0,none
1,1000,1000.0,3.973,1653.0,8.0,7.0,-14.0,161.0,0.0,none
1,1000,1000.0,3.979,3670.0,13.0,11.0,-18.0,487.0,0.0,none
1,1000,1000.0,3.979,18831.0,12.0,11.0,-9.0,428.0,1.0,high
1,1000,1000.0,3.982,33303.0,11.0,21.0,48.0,545.0,1.0,high
1,1000,1000.0,3.983,1012.0,3.81,4.0,5.0,101.0,0.0,none
1,1000,1000.0,3.984,5807.0,8.0,17.0,53.0,426.0,0.0,none
1,1000,1000.0,3.985,6731.0,7.0,43.0,84.0,130.0,1.0,high
1,1000,1000.0,3.989,5422.0,8.0,49.0,84.0,154.0,1.0,high
1,1000,1000.0,3.993,9308.0,5.86,5.0,-17.0,150.0,0.0,none
1,1000,1000.0,3.995,8484.0,5.0,8.0,38.0,31.0,1.0,high
1,1000,1000.0,4.004,73119.0,11.0,10.0,-10.0,221.0,1.0,high
1,1000,1000.0,4.006,5226.0,8.0,8.0,0.0,668.0,1.0,high
1,1000,1000.0,4.007,10264.0,14.0,12.0,-16.0,475.0,0.0,none
1,1000,1000.0,4.008,639.0,12.0,31.0,62.0,344.0,1.0,high
1,1000,1000.0,4.014,4622.0,14.0,51.0,73.0,445.0,0.0,none
1,1000,1000.0,4.014,21226.0,8.0,7.0,-14.0,605.0,0.0,none
1,1000,1000.0,4.015,9002.0,11.0,11.0,0.0,217.0,0.0,none
1,1000,1000.0,4.017,4233.0,6.0,22.0,73.0,518.0,1.0,high
1,1000,1000.0,4.019,1281.0,2.8,3.0,7.0,78.0,0.0,none
1,1000,1000.0,4.028,6246.0,5.67,6.0,6.0,245.0,0.0,none
1,1000,1000.0,4.031,2464.0,6.0,140.0,96.0,538.0,0.0,none
1,1000,1000.0,4.036,1055.0,2.0,2.0,0.0,143.0,0.0,none
1,1000,1000.0,4.041,4230.0,1.8,2.0,10.0,76.0,0.0,none
1,1000,1000.0,4.044,11078.0,5.0,5.0,0.0,279.0,0.0,none
1,1000,1000.0,4.045,10436.0,5.0,5.0,0.0,94.0,0.0,none
1,1000,1000.0,4.047,1990.0,12.0,11.0,-9.0,899.0,0.0,none
1,1000,1000.0,4.055,550.0,5.65,5.0,-13.0,108.0,0.0,none
1,1000,1000.0,4.057,3950.0,8.0,7.0,-14.0,124.0,1.0,high
1,1000,1000.0,4.058,45372.0,4.68,25.0,82.0,127.0,0.0,none
1,1000,1000.0,4.061,1369.0,7.0,6.0,-16.0,442.0,1.0,high
1,1000,1000.0,4.064,2377.0,11.0,10.0,-10.0,215.0,0.0,none
1,1000,1000.0,4.064,4048.0,13.0,13.0,0.0,332.0,1.0,high
1,1000,1000.0,4.065,4434.0,8.0,7.0,-14.0,378.0,0.0,none
1,1000,1000.0,4.066,44837.0,5.65,6.0,6.0,217.0,0.0,none
1,1000,1000.0,4.072,1663.0,5.82,58.0,90.0,623.0,0.0,none
1,1000,1000.0,4.072,6623.0,8.0,7.0,-14.0,111.0,1.0,high
1,1000,1000.0,4.075,161.0,5.69,10.0,44.0,76.0,0.0,none
1,1000,1000.0,4.078,6300.0,11.0,10.0,-10.0,100.0,0.0,none
1,1000,1000.0,4.079,9651.0,3.71,6.0,39.0,181.0,0.0,none
1,1000,1000.0,4.08,72885.0,3.0,5.0,40.0,327.0,1.0,high
1,1000,1000.0,4.08,2867.0,8.0,30.0,74.0,65.0,1.0,high
1,1000,1000.0,4.086,9136.0,13.0,50.0,74.0,855.0,0.0,none
1,1000,1000.0,4.09,1761.0,8.0,8.0,0.0,187.0,1.0,high
1,1000,1000.0,4.092,2505.0,6.0,9.0,34.0,471.0,0.0,none
1,1000,1000.0,4.095,15948.0,5.0,5.0,0.0,252.0,1.0,high
1,1000,1000.0,4.098,541.0,22.0,159.0,87.0,235.0,0.0,none
1,1000,1000.0,4.101,6256.0,13.0,43.0,70.0,65.0,1.0,high
1,1000,1000.0,4.11,3804.0,3.76,4.0,6.0,95.0,0.0,none
1,1000,1000.0,4.115,28101.0,8.0,7.0,-14.0,650.0,0.0,none
1,1000,1000.0,4.12,543.0,2.0,6.0,67.0,121.0,0.0,none
1,1000,1000.0,4.124,557.0,1.91,6.0,69.0,141.0,0.0,none
1,1000,1000.0,4.126,2745.0,8.0,7.0,-14.0,267.0,1.0,high
1,1000,1000.0,4.127,3117.0,3.87,4.0,4.0,94.0,0.0,none
1,1000,1000.0,4.132,6364.0,11.0,10.0,-10.0,483.0,0.0,none
1,1000,1000.0,4.136,5880.0,11.0,17.0,36.0,462.0,1.0,high
1,1000,1000.0,4.137,7348.0,8.0,7.0,-14.0,120.0,0.0,none
1,1000,1000.0,4.141,6460.0,11.0,84.0,87.0,792.0,0.0,none
1,1000,1000.0,4.142,19760.0,8.0,51.0,85.0,256.0,0.0,none
1,1000,1000.0,4.143,14442.0,9.0,57.0,85.0,146.0,0.0,none
1,1000,1000.0,4.146,2116.0,18.0,16.0,-12.0,477.0,1.0,high
1,1000,1000.0,4.147,9341.0,22.0,169.0,87.0,542.0,1.0,high
1,1000,1000.0,4.149,114.0,13.0,33.0,61.0,122.0,0.0,none
1,1000,1000.0,4.149,6343.0,11.0,76.0,86.0,364.0,0.0,none
1,1000,1000.0,4.153,30643.0,7.0,9.0,23.0,219.0,1.0,high
1,1000,1000.0,4.155,5914.0,6.0,6.0,0.0,362.0,1.0,high
1,1000,1000.0,4.158,2610.0,5.0,5.0,0.0,197.0,0.0,none
1,1000,1000.0,4.16,5048.0,19.0,26.0,27.0,205.0,0.0,none
1,1000,1000.0,4.16,29044.0,15.0,101.0,86.0,646.0,0.0,none
1,1000,1000.0,4.161,1837.0,12.0,17.0,30.0,230.0,0.0,none
1,1000,1000.0,4.165,32715.0,11.0,10.0,-10.0,101.0,0.0,none
1,1000,1000.0,4.166,8043.0,9.0,31.0,71.0,317.0,0.0,none
1,1000,1000.0,4.171,3218.0,6.0,8.0,25.0,523.0,1.0,high
1,1000,1000.0,4.174,17856.0,14.0,102.0,87.0,197.0,0.0,none
1,1000,1000.0,4.179,37375.0,2.72,17.0,85.0,116.0,0.0,none
1,1000,1000.0,4.181,4778.0,17.0,75.0,78.0,479.0,0.0,none
1,1000,1000.0,4.181,816.0,8.0,7.0,-14.0,398.0,0.0,none
1,1000,1000.0,4.191,9034.0,8.0,22.0,64.0,638.0,1.0,high
1,1000,1000.0,4.193,14974.0,8.0,9.0,12.0,621.0,0.0,none
1,1000,1000.0,4.198,2510.0,6.0,6.0,0.0,170.0,0.0,none
1,1000,1000.0,4.204,941.0,7.0,6.0,-16.0,129.0,1.0,high
1,1000,1000.0,4.209,2212.0,8.0,30.0,74.0,270.0,1.0,high
1,1000,1000.0,4.21,706.0,5.75,25.0,77.0,117.0,0.0,none
1,1000,1000.0,4.212,2495.0,12.0,102.0,89.0,206.0,0.0,none
1,1000,1000.0,4.213,47639.0,11.0,24.0,55.0,154.0,1.0,high
1,1000,1000.0,4.215,11597.0,11.0,68.0,84.0,211.0,0.0,none
1,1000,1000.0,4.217,8352.0,8.0,7.0,-14.0,558.0,0.0,none
1,1000,1000.0,4.22,6570.0,5.77,16.0,64.0,687.0,0.0,none
1,1000,1000.0,4.223,1178.0,14.0,12.0,-16.0,429.0,1.0,high
1,1000,1000.0,4.229,3533.0,15.0,13.0,-15.0,497.0,1.0,high
1,1000,1000.0,4.229,4298.0,9.0,9.0,0.0,216.0,0.0,none
1,1000,1000.0,4.238,12322.0,16.0,26.0,39.0,450.0,0.0,none
1,1000,1000.0,4.241,15540.0,12.0,93.0,88.0,534.0,1.0,high
1,1000,1000.0,4.243,3709.0,5.71,13.0,57.0,317.0,0.0,none
1,1000,1000.0,4.246,8404.0,9.0,84.0,90.0,420.0,1.0,high
1,1000,1000.0,4.254,1038.0,15.0,13.0,-15.0,277.0,0.0,none
1,1000,1000.0,4.254,6033.0,16.0,14.0,-14.0,552.0,0.0,none
1,1000,1000.0,4.257,25752.0,8.0,7.0,-14.0,843.0,0.0,none
1,1000,1000.0,4.26,2992.0,8.0,11.0,28.0,153.0,1.0,high
1,1000,1000.0,4.261,14298.0,8.0,7.0,-14.0,439.0,0.0,none
1,1000,1000.0,4.264,904.0,5.86,11.0,47.0,512.0,1.0,high
1,1000,1000.0,4.265,62240.0,14.0,86.0,84.0,546.0,1.0,high
1,1000,1000.0,4.279,3396.0,5.73,5.0,-14.0,182.0,0.0,none
1,1000,1000.0,4.279,6383.0,11.0,14.0,22.0,651.0,1.0,high
1,1000,1000.0,4.296,99800.0,14.0,12.0,-16.0,176.0,0.0,none
1,1000,1000.0,4.298,794.0,9.0,8.0,-12.0,192.0,0.0,none
1,1000,1000.0,4.306,173.0,8.0,11.0,28.0,127.0,1.0,high
1,1000,1000.0,4.308,4084.0,24.0,59.0,60.0,762.0,0.0,none
1,1000,1000.0,4.316,2946.0,7.0,49.0,86.0,194.0,1.0,high
1,1000,1000.0,4.319,791.0,3.84,4.0,4.0,55.0,0.0,none
1,1000,1000.0,4.324,10963.0,7.0,6.0,-16.0,144.0,0.0,none
1,1000,1000.0,4.332,4425.0,7.0,6.0,-16.0,207.0,1.0,high
1,1000,1000.0,4.334,895.0,11.0,85.0,88.0,454.0,1.0,high
1,1000,1000.0,4.337,3403.0,8.0,48.0,84.0,794.0,0.0,none
1,1000,1000.0,4.337,44840.0,12.0,72.0,84.0,566.0,0.0,none
1,1000,1000.0,4.349,2996.0,6.0,6.0,0.0,505.0,0.0,none
1,1000,1000.0,4.35,32318.0,3.72,11.0,67.0,178.0,0.0,none
1,1000,1000.0,4.352,1428.0,6.0,6.0,0.0,330.0,0.0,none
1,1000,1000.0,4.357,13909.0,5.0,5.0,0.0,166.0,0.0,none
1,1000,1000.0,4.38,27740.0,9.0,38.0,77.0,312.0,1.0,high
1,1000,1000.0,4.38,17922.0,11.0,10.0,-10.0,413.0,0.0,none
1,1000,1000.0,4.383,6275.0,8.0,38.0,79.0,196.0,1.0,high
1,1000,1000.0,4.393,15221.0,1.66,2.0,17.0,33.0,0.0,none
1,1000,1000.0,4.417,3439.0,6.0,22.0,73.0,201.0,1.0,high
1,1000,1000.0,4.42,1370.0,13.0,72.0,82.0,326.0,0.0,none
1,1000,1000.0,4.423,2904.0,5.0,5.0,0.0,377.0,0.0,none
5,500,100.0,3.956,1047.0,3.81,3.6,3.0,33.0,2.0,medium
6,500,83.0,4.069,2782.0,6.14,7.33,22.0,29.0,3.0,medium
4,400,100.0,3.802,111.0,7.5,10.0,30.0,11.0,2.0,medium
4,400,100.0,3.975,366.0,7.0,6.5,-4.0,9.0,2.0,medium
