@RELATION cleaned_computed_insight_success_of_active_sellers_grouped

@ATTRIBUTE listed_products NUMERIC
@ATTRIBUTE total_units_sold NUMERIC
@ATTRIBUTE mean_units_sold_per_product NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE merchant_ratings_count NUMERIC
@ATTRIBUTE mean_product_prices NUMERIC
@ATTRIBUTE mean_retail_prices NUMERIC
@ATTRIBUTE average_discount NUMERIC
@ATTRIBUTE mean_product_ratings_count NUMERIC
@ATTRIBUTE total_urgency_count NUMERIC
@ATTRIBUTE urgency_text_rate_group {none,low,medium,high}

@DATA
4,400,100.0,4.144,1160.0,9.0,31.5,64.0,38.0,2.0,medium
5,350,70.0,3.874,127.0,7.2,8.4,12.0,4.0,3.0,medium
3,300,100.0,3.625,112.0,6.0,6.0,0.0,5.0,1.0,medium
3,300,100.0,3.732,168.0,11.0,10.0,-10.0,45.0,2.0,high
3,300,100.0,3.884,1050.0,3.0,3.0,0.0,58.0,2.0,high
3,300,100.0,3.988,4080.0,9.67,25.33,62.0,55.0,2.0,high
3,300,100.0,4.041,4705.0,6.0,6.0,0.0,27.0,1.0,medium
3,300,100.0,4.049,9940.0,13.67,101.0,85.0,29.0,1.0,medium
3,300,100.0,4.155,483.0,7.0,6.0,-16.0,25.0,1.0,medium
3,300,100.0,4.156,885.0,9.24,8.33,-11.0,11.0,1.0,medium
3,300,100.0,4.168,4856.0,3.33,8.33,57.0,33.0,0.0,none
4,300,75.0,3.791,129.0,8.0,8.5,3.0,9.0,2.0,medium
4,300,75.0,4.036,28.0,4.5,4.5,0.0,3.0,2.0,medium
3,250,83.0,3.545,211.0,8.0,7.0,-14.0,6.0,1.0,medium
2,200,100.0,3.186,43.0,8.0,26.0,70.0,14.0,1.0,medium
2,200,100.0,3.188,32.0,7.0,26.0,74.0,10.0,0.0,none
2,200,100.0,3.382,364.0,11.0,10.0,-10.0,45.0,1.0,medium
2,200,100.0,3.409,359.0,3.7,47.0,93.0,11.0,1.0,medium
2,200,100.0,3.535,1472.0,9.0,34.0,74.0,28.0,1.0,medium
2,200,100.0,3.581,31.0,8.0,11.0,28.0,21.0,1.0,medium
2,200,100.0,3.659,138.0,8.0,26.0,70.0,13.0,1.0,medium
2,200,100.0,3.667,18.0,11.0,16.0,32.0,12.0,1.0,medium
2,200,100.0,3.708,1279.0,11.0,17.0,36.0,3.0,1.0,medium
2,200,100.0,3.766,231.0,8.0,59.0,87.0,114.0,1.0,medium
2,200,100.0,3.774,31.0,13.0,11.0,-18.0,2.0,1.0,medium
2,200,100.0,3.786,117.0,8.0,10.0,20.0,6.0,1.0,medium
2,200,100.0,3.833,5846.0,8.0,51.0,85.0,31.0,0.0,none
2,200,100.0,3.84,16215.0,5.0,30.0,84.0,13.0,1.0,medium
2,200,100.0,3.855,131.0,17.0,108.0,85.0,50.0,0.0,none
2,200,100.0,3.855,435.0,11.0,84.0,87.0,18.0,0.0,none
2,200,100.0,3.878,9078.0,10.0,64.0,85.0,34.0,1.0,medium
2,200,100.0,3.883,239.0,8.0,65.0,88.0,29.0,1.0,medium
2,200,100.0,3.894,104.0,9.0,8.0,-12.0,27.0,1.0,medium
2,200,100.0,3.916,8996.0,5.77,5.0,-15.0,4.0,1.0,medium
2,200,100.0,3.935,3060.0,7.0,6.0,-16.0,22.0,1.0,medium
2,200,100.0,3.948,3237.0,10.5,46.5,78.0,32.0,0.0,none
2,200,100.0,3.951,16099.0,6.92,13.5,32.0,34.0,0.0,none
2,200,100.0,3.968,16487.0,11.0,10.0,-10.0,22.0,1.0,medium
2,200,100.0,3.971,9703.0,9.0,8.0,-13.0,20.0,0.0,none
2,200,100.0,3.984,3515.0,6.0,8.0,25.0,13.0,1.0,medium
2,200,100.0,3.991,8225.0,2.0,10.0,80.0,10.0,1.0,medium
2,200,100.0,4.03,2166.0,15.0,13.0,-15.0,56.0,1.0,medium
2,200,100.0,4.035,26951.0,2.0,2.0,0.0,9.0,1.0,medium
2,200,100.0,4.041,123.0,8.0,10.0,20.0,58.0,1.0,medium
2,200,100.0,4.048,21.0,13.0,11.0,-18.0,26.0,1.0,medium
2,200,100.0,4.069,189.0,3.94,8.0,51.0,21.0,1.0,medium
2,200,100.0,4.072,1926.0,11.0,134.0,92.0,28.0,1.0,medium
2,200,100.0,4.078,22615.0,4.0,4.0,0.0,21.0,1.0,medium
2,200,100.0,4.079,7497.0,4.67,4.0,-16.0,82.0,1.0,medium
2,200,100.0,4.09,43876.0,5.0,48.0,90.0,30.0,1.0,medium
2,200,100.0,4.115,576.0,2.71,3.0,10.0,12.0,1.0,medium
2,200,100.0,4.148,3588.0,16.0,14.0,-14.0,11.0,1.0,medium
2,200,100.0,4.175,3120.0,11.0,20.0,45.0,14.0,1.0,medium
2,200,100.0,4.185,14291.0,12.5,92.5,86.0,89.0,1.0,medium
2,200,100.0,4.216,139607.0,7.0,6.0,-16.0,61.0,1.0,medium
2,200,100.0,4.221,620.0,2.0,2.0,0.0,34.0,1.0,medium
2,200,100.0,4.225,9357.0,5.0,127.0,97.0,19.0,1.0,medium
2,200,100.0,4.231,360.0,9.5,8.5,-12.0,17.0,0.0,none
2,200,100.0,4.258,4595.0,2.8,3.0,7.0,6.0,1.0,medium
2,200,100.0,4.277,5070.0,11.0,10.0,-10.0,98.0,0.0,none
2,200,100.0,4.291,38100.0,3.0,3.0,0.0,12.0,1.0,medium
2,200,100.0,4.318,6126.0,8.0,7.0,-14.0,21.0,1.0,medium
2,200,100.0,4.333,6.0,4.81,5.0,4.0,0.0,1.0,medium
2,200,100.0,4.361,7197.0,11.0,47.0,77.0,23.0,1.0,medium
2,200,100.0,4.368,619.0,8.0,7.0,-14.0,3.0,1.0,medium
2,200,100.0,4.39,889.0,8.0,7.0,-14.0,28.0,1.0,medium
2,200,100.0,4.429,3276.0,13.0,15.0,14.0,55.0,1.0,medium
2,200,100.0,4.484,5768.0,8.0,7.0,-14.0,11.0,0.0,none
2,200,100.0,4.5,6.0,12.0,11.0,-9.0,0.0,1.0,medium
3,150,50.0,3.733,30.0,2.89,7.0,59.0,1.0,1.0,medium
3,150,50.0,3.737,334.0,8.0,7.0,-14.0,8.0,1.0,medium
3,150,50.0,3.825,57.0,4.83,51.0,91.0,1.0,2.0,high
3,150,50.0,4.059,1374.0,6.0,7.0,15.0,3.0,1.0,medium
3,150,50.0,4.353,34.0,7.0,6.0,-16.0,4.0,1.0,medium
2,150,75.0,3.892,268.0,3.83,3.5,-8.0,8.0,1.0,medium
2,150,75.0,3.943,7248.0,1.93,8.5,78.0,25.0,2.0,high
2,150,75.0,4.185,54.0,11.5,88.5,88.0,11.0,0.0,none
3,120,40.0,3.99,295.0,6.0,48.33,88.0,5.0,1.0,medium
2,103,52.0,4.252,4150.0,10.0,12.5,25.0,6.0,0.0,none
1,100,100.0,2.941,17.0,11.0,50.0,78.0,9.0,0.0,none
1,100,100.0,3.0,3.0,12.0,11.0,-9.0,1.0,0.0,none
1,100,100.0,3.034,29.0,12.0,75.0,84.0,28.0,0.0,none
1,100,100.0,3.039,231.0,5.0,5.0,0.0,6.0,0.0,none
1,100,100.0,3.25,64.0,20.0,17.0,-17.0,60.0,0.0,none
1,100,100.0,3.299,67.0,20.0,17.0,-17.0,15.0,0.0,none
1,100,100.0,3.338,269.0,3.66,26.0,86.0,10.0,0.0,none
1,100,100.0,3.367,572.0,16.0,14.0,-14.0,27.0,0.0,none
1,100,100.0,3.418,79.0,16.0,22.0,28.0,72.0,0.0,none
1,100,100.0,3.423,71.0,2.0,4.0,50.0,30.0,0.0,none
1,100,100.0,3.474,38.0,13.0,11.0,-18.0,11.0,0.0,none
1,100,100.0,3.514,70.0,8.0,76.0,90.0,11.0,1.0,high
1,100,100.0,3.545,99.0,11.0,10.0,-10.0,26.0,0.0,none
1,100,100.0,3.557,88.0,11.0,10.0,-10.0,89.0,0.0,none
1,100,100.0,3.611,167.0,2.0,25.0,92.0,58.0,0.0,none
1,100,100.0,3.625,24.0,7.0,6.0,-16.0,20.0,0.0,none
1,100,100.0,3.646,99.0,6.0,26.0,77.0,12.0,1.0,high
1,100,100.0,3.651,1078.0,9.0,10.0,10.0,51.0,0.0,none
1,100,100.0,3.683,290.0,8.0,10.0,20.0,18.0,0.0,none
1,100,100.0,3.689,103.0,11.0,10.0,-10.0,39.0,0.0,none
1,100,100.0,3.697,10286.0,11.0,10.0,-10.0,4.0,0.0,none
1,100,100.0,3.708,849.0,14.0,84.0,84.0,60.0,0.0,none
1,100,100.0,3.714,49.0,9.0,56.0,84.0,30.0,0.0,none
1,100,100.0,3.721,104.0,5.79,9.0,36.0,53.0,0.0,none
1,100,100.0,3.762,151.0,14.0,104.0,87.0,71.0,0.0,none
1,100,100.0,3.773,5595.0,8.0,7.0,-14.0,63.0,0.0,none
1,100,100.0,3.773,44.0,7.0,6.0,-16.0,21.0,0.0,none
1,100,100.0,3.774,3245.0,6.0,11.0,46.0,35.0,0.0,none
1,100,100.0,3.775,111.0,13.0,56.0,77.0,20.0,0.0,none
1,100,100.0,3.776,116.0,6.0,6.0,0.0,18.0,0.0,none
1,100,100.0,3.779,263.0,7.0,84.0,92.0,46.0,0.0,none
1,100,100.0,3.803,330.0,11.0,84.0,87.0,15.0,1.0,high
1,100,100.0,3.815,610.0,8.0,7.0,-14.0,7.0,0.0,none
1,100,100.0,3.827,75.0,7.0,6.0,-16.0,18.0,1.0,high
1,100,100.0,3.829,37753.0,16.0,18.0,12.0,69.0,0.0,none
1,100,100.0,3.833,1129.0,5.66,5.0,-13.0,27.0,0.0,none
1,100,100.0,3.838,198.0,8.0,7.0,-14.0,42.0,0.0,none
1,100,100.0,3.851,897.0,15.0,28.0,47.0,69.0,0.0,none
1,100,100.0,3.856,277.0,3.69,53.0,94.0,11.0,0.0,none
1,100,100.0,3.857,7602.0,7.0,81.0,92.0,23.0,0.0,none
1,100,100.0,3.864,1022.0,13.0,26.0,50.0,37.0,0.0,none
1,100,100.0,3.871,58154.0,8.0,59.0,87.0,45.0,0.0,none
1,100,100.0,3.877,50593.0,8.0,22.0,64.0,47.0,0.0,none
1,100,100.0,3.89,17612.0,5.0,75.0,94.0,15.0,1.0,high
1,100,100.0,3.891,26018.0,5.0,9.0,45.0,13.0,0.0,none
1,100,100.0,3.893,224.0,8.0,10.0,20.0,7.0,0.0,none
1,100,100.0,3.897,2988.0,6.0,6.0,0.0,15.0,0.0,none
1,100,100.0,3.897,107.0,8.0,7.0,-14.0,23.0,1.0,high
1,100,100.0,3.898,16885.0,14.0,51.0,73.0,36.0,0.0,none
1,100,100.0,3.899,1373.0,5.72,9.0,37.0,4.0,0.0,none
1,100,100.0,3.902,173.0,8.0,85.0,91.0,14.0,0.0,none
1,100,100.0,3.909,230.0,14.0,25.0,44.0,50.0,1.0,high
1,100,100.0,3.91,35679.0,9.0,84.0,90.0,82.0,0.0,none
1,100,100.0,3.917,41623.0,7.0,33.0,79.0,8.0,0.0,none
1,100,100.0,3.918,98.0,5.0,5.0,0.0,25.0,1.0,high
1,100,100.0,3.921,16741.0,5.8,8.0,28.0,6.0,0.0,none
1,100,100.0,3.923,1643.0,14.0,12.0,-16.0,20.0,1.0,high
1,100,100.0,3.929,3897.0,6.0,34.0,83.0,10.0,0.0,none
1,100,100.0,3.931,23161.0,6.0,6.0,0.0,55.0,0.0,none
1,100,100.0,3.931,2776.0,6.0,20.0,70.0,13.0,0.0,none
1,100,100.0,3.932,88.0,8.0,7.0,-14.0,10.0,0.0,none
1,100,100.0,3.934,1770.0,12.0,11.0,-9.0,11.0,0.0,none
1,100,100.0,3.937,4572.0,4.0,4.0,0.0,24.0,1.0,high
1,100,100.0,3.945,613.0,3.81,25.0,85.0,25.0,0.0,none
1,100,100.0,3.945,5988.0,9.0,8.0,-12.0,8.0,0.0,none
1,100,100.0,3.949,27964.0,11.0,13.0,16.0,46.0,0.0,none
1,100,100.0,3.95,27764.0,13.0,25.0,48.0,79.0,1.0,high
1,100,100.0,3.952,1500.0,3.0,60.0,95.0,28.0,0.0,none
1,100,100.0,3.953,11030.0,8.0,30.0,74.0,34.0,1.0,high
1,100,100.0,3.955,12016.0,3.0,26.0,89.0,3.0,0.0,none
1,100,100.0,3.962,210.0,5.0,19.0,74.0,59.0,0.0,none
1,100,100.0,3.965,36033.0,8.0,7.0,-14.0,19.0,1.0,high
1,100,100.0,3.967,300.0,9.0,8.0,-12.0,46.0,0.0,none
1,100,100.0,3.968,185.0,1.67,2.0,17.0,32.0,0.0,none
1,100,100.0,3.975,2869.0,9.0,8.0,-12.0,31.0,0.0,none
1,100,100.0,3.975,1284.0,3.0,7.0,58.0,6.0,0.0,none
1,100,100.0,3.982,901.0,16.0,14.0,-14.0,18.0,0.0,none
1,100,100.0,3.988,900.0,2.65,3.0,12.0,33.0,0.0,none
1,100,100.0,3.993,150.0,5.89,5.0,-17.0,48.0,1.0,high
1,100,100.0,3.997,2435.0,16.0,33.0,52.0,61.0,1.0,high
1,100,100.0,4.0,88.0,7.0,17.0,59.0,27.0,0.0,none
1,100,100.0,4.001,5301.0,12.0,11.0,-9.0,3.0,0.0,none
1,100,100.0,4.001,17222.0,11.0,51.0,79.0,4.0,0.0,none
1,100,100.0,4.003,3852.0,5.73,5.0,-14.0,63.0,0.0,none
1,100,100.0,4.003,1250.0,1.72,2.0,14.0,13.0,0.0,none
1,100,100.0,4.005,4955.0,8.0,9.0,12.0,94.0,0.0,none
1,100,100.0,4.014,5244.0,12.0,59.0,80.0,64.0,1.0,high
1,100,100.0,4.015,546.0,11.0,10.0,-10.0,12.0,0.0,none
1,100,100.0,4.019,746.0,11.0,22.0,50.0,24.0,0.0,none
1,100,100.0,4.02,196.0,12.0,14.0,15.0,24.0,0.0,none
1,100,100.0,4.023,4402.0,9.0,8.0,-12.0,10.0,1.0,high
1,100,100.0,4.024,1746.0,11.0,10.0,-10.0,22.0,0.0,none
1,100,100.0,4.028,17002.0,12.0,11.0,-9.0,104.0,0.0,none
1,100,100.0,4.03,689.0,2.0,2.0,0.0,58.0,1.0,high
1,100,100.0,4.035,5311.0,11.0,84.0,87.0,31.0,0.0,none
1,100,100.0,4.039,4836.0,5.0,11.0,55.0,54.0,0.0,none
1,100,100.0,4.04,11557.0,8.0,11.0,28.0,91.0,0.0,none
1,100,100.0,4.041,267.0,9.0,49.0,82.0,109.0,0.0,none
1,100,100.0,4.044,16726.0,16.0,88.0,82.0,9.0,0.0,none
1,100,100.0,4.045,88.0,8.0,7.0,-14.0,15.0,0.0,none
1,100,100.0,4.051,102568.0,6.0,7.0,15.0,2.0,0.0,none
1,100,100.0,4.055,874.0,11.0,26.0,58.0,12.0,0.0,none
1,100,100.0,4.056,1086.0,3.0,3.0,0.0,8.0,1.0,high
1,100,100.0,4.067,89.0,8.0,7.0,-14.0,29.0,0.0,none
1,100,100.0,4.07,5939.0,9.0,8.0,-12.0,51.0,0.0,none
1,100,100.0,4.077,1585.0,8.0,9.0,12.0,61.0,0.0,none
1,100,100.0,4.087,7385.0,14.0,26.0,47.0,72.0,0.0,none
1,100,100.0,4.097,1338.0,1.72,56.0,97.0,6.0,0.0,none
1,100,100.0,4.101,32724.0,8.0,7.0,-14.0,9.0,0.0,none
1,100,100.0,4.106,540.0,1.89,2.0,6.0,39.0,0.0,none
1,100,100.0,4.107,2199.0,8.0,25.0,68.0,55.0,0.0,none
1,100,100.0,4.111,425.0,12.0,43.0,73.0,26.0,0.0,none
1,100,100.0,4.118,4943.0,5.83,64.0,91.0,52.0,0.0,none
1,100,100.0,4.123,1172.0,5.0,5.0,0.0,0.0,0.0,none
1,100,100.0,4.123,38936.0,11.0,10.0,-10.0,5.0,0.0,none
1,100,100.0,4.125,1385.0,9.0,34.0,74.0,18.0,0.0,none
1,100,100.0,4.127,521.0,5.0,59.0,92.0,22.0,0.0,none
1,100,100.0,4.128,17655.0,7.0,6.0,-16.0,47.0,1.0,high
1,100,100.0,4.129,568.0,16.0,14.0,-14.0,54.0,1.0,high
1,100,100.0,4.13,1928.0,9.0,17.0,48.0,34.0,0.0,none
1,100,100.0,4.131,24132.0,8.0,7.0,-14.0,23.0,0.0,none
1,100,100.0,4.136,18529.0,7.0,6.0,-16.0,27.0,0.0,none
1,100,100.0,4.141,8685.0,11.0,26.0,58.0,1.0,1.0,high
1,100,100.0,4.151,1269.0,7.0,34.0,80.0,106.0,0.0,none
1,100,100.0,4.157,300.0,18.0,115.0,85.0,177.0,1.0,high
1,100,100.0,4.158,19867.0,5.0,26.0,81.0,4.0,0.0,none
1,100,100.0,4.158,7267.0,15.0,59.0,75.0,202.0,0.0,none
1,100,100.0,4.159,2602.0,6.0,145.0,96.0,52.0,0.0,none
1,100,100.0,4.167,30.0,1.0,1.0,0.0,6.0,0.0,none
1,100,100.0,4.167,629.0,6.0,17.0,65.0,93.0,1.0,high
1,100,100.0,4.168,10799.0,5.0,5.0,0.0,10.0,0.0,none
1,100,100.0,4.17,3520.0,14.0,12.0,-16.0,65.0,0.0,none
1,100,100.0,4.186,435.0,11.0,28.0,61.0,107.0,0.0,none
1,100,100.0,4.19,163.0,2.9,3.0,4.0,19.0,0.0,none
1,100,100.0,4.192,14327.0,4.7,19.0,76.0,15.0,0.0,none
1,100,100.0,4.195,18079.0,13.0,68.0,81.0,121.0,0.0,none
1,100,100.0,4.21,2282.0,11.0,10.0,-10.0,96.0,0.0,none
1,100,100.0,4.21,9541.0,11.0,30.0,64.0,28.0,0.0,none
1,100,100.0,4.211,878.0,14.0,97.0,86.0,44.0,0.0,none
1,100,100.0,4.212,1290.0,8.0,7.0,-14.0,111.0,0.0,none
1,100,100.0,4.213,5106.0,5.92,9.0,35.0,17.0,0.0,none
1,100,100.0,4.213,2399.0,3.93,24.0,84.0,57.0,0.0,none
1,100,100.0,4.223,29977.0,49.0,42.0,-16.0,6.0,0.0,none
1,100,100.0,4.227,1465.0,18.0,47.0,62.0,34.0,0.0,none
1,100,100.0,4.227,7740.0,12.0,102.0,89.0,75.0,0.0,none
1,100,100.0,4.228,7328.0,14.0,92.0,85.0,25.0,0.0,none
1,100,100.0,4.228,2228.0,9.0,46.0,81.0,7.0,0.0,none
1,100,100.0,4.232,14664.0,8.0,85.0,91.0,19.0,0.0,none
1,100,100.0,4.232,4501.0,3.87,15.0,75.0,43.0,0.0,none
1,100,100.0,4.234,487.0,19.0,17.0,-11.0,61.0,0.0,none
1,100,100.0,4.236,7023.0,7.0,6.0,-16.0,14.0,0.0,none
1,100,100.0,4.238,63.0,8.0,22.0,64.0,10.0,0.0,none
1,100,100.0,4.24,3769.0,9.0,8.0,-12.0,23.0,0.0,none
1,100,100.0,4.243,8888.0,3.65,9.0,60.0,8.0,0.0,none
1,100,100.0,4.244,4758.0,12.0,100.0,88.0,40.0,1.0,high
1,100,100.0,4.245,1309.0,2.79,13.0,79.0,2.0,0.0,none
1,100,100.0,4.247,299.0,11.0,10.0,-10.0,3.0,0.0,none
1,100,100.0,4.248,7218.0,2.69,3.0,11.0,1.0,0.0,none
1,100,100.0,4.264,16994.0,11.0,10.0,-10.0,51.0,0.0,none
1,100,100.0,4.264,855.0,7.0,6.0,-16.0,11.0,0.0,none
1,100,100.0,4.272,1088.0,16.0,76.0,79.0,38.0,0.0,none
1,100,100.0,4.274,8950.0,18.0,76.0,77.0,120.0,1.0,high
1,100,100.0,4.276,8443.0,4.66,11.0,58.0,24.0,0.0,none
1,100,100.0,4.278,12745.0,8.0,7.0,-14.0,139.0,0.0,none
1,100,100.0,4.283,120.0,11.0,10.0,-10.0,8.0,1.0,high
1,100,100.0,4.288,29265.0,14.0,84.0,84.0,103.0,0.0,none
1,100,100.0,4.29,3190.0,9.0,17.0,48.0,92.0,0.0,none
1,100,100.0,4.299,3028.0,5.65,26.0,79.0,33.0,0.0,none
1,100,100.0,4.311,19632.0,16.0,50.0,68.0,46.0,0.0,none
1,100,100.0,4.325,1151.0,11.0,10.0,-10.0,28.0,0.0,none
1,100,100.0,4.337,34975.0,9.0,8.0,-12.0,27.0,0.0,none
1,100,100.0,4.337,7012.0,8.0,7.0,-14.0,14.0,0.0,none
1,100,100.0,4.341,1972.0,5.85,43.0,87.0,45.0,0.0,none
1,100,100.0,4.343,3038.0,7.0,6.0,-16.0,57.0,1.0,high
1,100,100.0,4.365,96.0,5.86,5.0,-17.0,76.0,0.0,none
1,100,100.0,4.365,10917.0,3.69,40.0,91.0,59.0,1.0,high
1,100,100.0,4.366,6121.0,11.0,42.0,74.0,55.0,1.0,high
1,100,100.0,4.431,105684.0,7.0,6.0,-16.0,23.0,0.0,none
1,100,100.0,4.438,54773.0,2.66,9.0,71.0,1.0,0.0,none
1,100,100.0,4.444,36.0,5.75,16.0,65.0,27.0,1.0,high
1,100,100.0,4.456,10622.0,1.76,2.0,12.0,35.0,0.0,none
1,100,100.0,4.463,3682.0,13.0,26.0,50.0,113.0,0.0,none
1,100,100.0,4.487,2805.0,5.0,9.0,45.0,6.0,0.0,none
1,100,100.0,4.522,343.0,3.73,17.0,79.0,27.0,0.0,none
1,100,100.0,4.578,1032.0,8.0,47.0,83.0,110.0,0.0,none
1,100,100.0,5.0,0.0,7.0,6.0,-16.0,0.0,0.0,none
2,100,50.0,3.516,254.0,4.0,4.0,0.0,1.0,1.0,medium
2,100,50.0,3.75,4.0,5.0,5.0,0.0,1.0,1.0,medium
2,100,50.0,3.792,519.0,8.0,7.0,-14.0,6.0,1.0,medium
2,100,50.0,3.88,3730.0,3.76,7.0,47.0,8.0,0.0,none
2,100,50.0,3.923,26.0,20.0,17.0,-17.0,12.0,1.0,medium
2,100,50.0,4.175,57.0,12.0,85.0,86.0,4.0,1.0,medium
2,100,50.0,4.458,537.0,9.0,34.0,74.0,5.0,1.0,medium
2,60,30.0,3.885,52.0,12.0,14.0,15.0,4.0,0.0,none
1,50,50.0,3.464,28.0,12.0,11.0,-9.0,7.0,0.0,none
1,50,50.0,3.667,9.0,5.0,38.0,87.0,2.0,0.0,none
1,50,50.0,3.676,34.0,15.0,13.0,-15.0,10.0,0.0,none
1,50,50.0,3.714,21.0,11.0,85.0,88.0,7.0,1.0,high
1,50,50.0,3.722,144.0,6.0,6.0,0.0,15.0,0.0,none
1,50,50.0,3.774,62.0,9.0,8.0,-12.0,2.0,0.0,none
1,50,50.0,3.84,2647.0,12.0,11.0,-9.0,17.0,0.0,none
1,50,50.0,3.861,4098.0,3.86,6.0,36.0,6.0,0.0,none
1,50,50.0,3.872,47.0,8.0,56.0,86.0,6.0,1.0,high
1,50,50.0,3.937,399.0,27.0,23.0,-17.0,12.0,0.0,none
1,50,50.0,3.98,249.0,8.0,7.0,-14.0,7.0,0.0,none
1,50,50.0,4.01,401.0,25.0,38.0,35.0,6.0,0.0,none
1,50,50.0,4.094,14358.0,13.0,11.0,-18.0,12.0,0.0,none
1,50,50.0,4.12,8397.0,9.0,33.0,73.0,4.0,0.0,none
1,50,50.0,4.128,2283.0,8.0,7.0,-14.0,8.0,0.0,none
1,50,50.0,4.16,19281.0,8.0,7.0,-14.0,6.0,1.0,high
1,50,50.0,4.17,47.0,1.0,8.0,88.0,4.0,0.0,none
1,50,50.0,4.323,5508.0,16.0,14.0,-14.0,18.0,0.0,none
1,50,50.0,4.385,71919.0,12.0,17.0,30.0,18.0,1.0,high
1,50,50.0,4.434,3063.0,16.0,14.0,-14.0,2.0,0.0,none
3,30,10.0,3.548,31.0,16.0,14.0,-14.0,3.0,1.0,medium
3,30,10.0,3.915,47.0,11.0,168.0,94.0,3.0,1.0,medium
3,24,8.0,3.917,626.0,8.0,68.0,89.0,0.0,1.0,medium
2,20,10.0,3.609,46.0,7.0,17.0,59.0,2.0,0.0,none
2,20,10.0,3.667,42.0,2.0,2.0,0.0,5.0,1.0,medium
2,20,10.0,3.691,291.0,9.0,10.0,10.0,0.0,1.0,medium
2,20,10.0,3.692,13.0,2.67,67.0,97.0,0.0,1.0,medium
2,20,10.0,3.837,129.0,5.0,5.0,0.0,0.0,1.0,medium
2,20,10.0,3.859,397.0,7.0,68.0,90.0,2.0,1.0,medium
1,10,10.0,2.333,3.0,5.75,5.0,-15.0,0.0,0.0,none
1,10,10.0,3.508,65.0,3.92,9.0,57.0,1.0,0.0,none
1,10,10.0,3.625,8.0,8.0,17.0,53.0,0.0,1.0,high
1,10,10.0,3.76,1531.0,7.0,22.0,69.0,4.0,0.0,none
1,10,10.0,3.778,72.0,3.7,9.0,59.0,4.0,1.0,high
1,10,10.0,3.81,4485.0,7.0,7.0,0.0,11.0,1.0,high
1,10,10.0,3.873,528.0,11.0,70.0,85.0,2.0,0.0,none
1,10,10.0,3.875,514.0,14.0,12.0,-16.0,2.0,1.0,high
1,10,10.0,3.959,5123.0,6.0,6.0,0.0,4.0,0.0,none
1,10,10.0,4.008,238.0,12.0,67.0,83.0,3.0,0.0,none
1,10,10.0,4.015,676.0,16.0,25.0,36.0,4.0,0.0,none
1,10,10.0,4.021,331.0,15.0,13.0,-15.0,4.0,0.0,none
1,10,10.0,4.037,28798.0,5.65,33.0,83.0,0.0,1.0,high
1,10,10.0,4.042,3694.0,7.0,66.0,90.0,0.0,0.0,none
1,10,10.0,4.062,193.0,7.0,7.0,0.0,0.0,0.0,none
1,10,10.0,4.17,1496.0,8.0,33.0,76.0,0.0,0.0,none
1,10,10.0,4.173,9217.0,14.0,12.0,-16.0,1.0,0.0,none
1,10,10.0,4.2,60.0,3.71,5.0,26.0,1.0,0.0,none
1,10,10.0,4.295,22621.0,11.0,30.0,64.0,0.0,1.0,high
1,10,10.0,4.326,173992.0,8.0,7.0,-14.0,2.0,0.0,none
1,10,10.0,4.466,1442.0,16.0,14.0,-14.0,0.0,0.0,none
1,10,10.0,4.501,2038.0,18.0,59.0,70.0,6.0,0.0,none
1,10,10.0,4.513,160.0,5.68,5.0,-13.0,2.0,0.0,none
1,8,8.0,3.949,53225.0,7.0,31.0,78.0,0.0,0.0,none
1,7,7.0,4.249,6348.0,8.0,55.0,86.0,1.0,0.0,none
1,3,3.0,3.991,11378.0,4.81,30.0,84.0,0.0,0.0,none
1,2,2.0,3.999,21307.0,11.0,10.0,-10.0,1.0,0.0,none
1,2,2.0,4.303,693.0,16.0,16.0,0.0,0.0,0.0,none
1,1,1.0,3.598,378.0,2.72,9.0,70.0,0.0,0.0,none
1,1,1.0,3.956,1134.0,14.0,14.0,0.0,0.0,0.0,none
1,1,1.0,4.007,1380.0,11.0,30.0,64.0,0.0,0.0,none
