@RELATION summer_products_rating_group_classification

@ATTRIBUTE price NUMERIC
@ATTRIBUTE retail_price NUMERIC
@ATTRIBUTE units_sold NUMERIC
@ATTRIBUTE rating_count NUMERIC
@ATTRIBUTE rating_five_count NUMERIC
@ATTRIBUTE rating_four_count NUMERIC
@ATTRIBUTE rating_three_count NUMERIC
@ATTRIBUTE rating_two_count NUMERIC
@ATTRIBUTE rating_one_count NUMERIC
@ATTRIBUTE product_variation_inventory NUMERIC
@ATTRIBUTE countries_shipped_to NUMERIC
@ATTRIBUTE merchant_rating_count NUMERIC
@ATTRIBUTE merchant_rating NUMERIC
@ATTRIBUTE rating_group {low,medium,high}  % label

@DATA
4.0,4,10000,1412,504.0,299.0,211.0,129.0,269.0,46,45,21412,4.149262096020923,medium
8.0,7,5000,309,111.0,64.0,63.0,33.0,38.0,50,41,5365,3.945945945945946,medium
16.0,59,1000,222,81.0,44.0,42.0,14.0,41.0,50,43,3743,3.89714133048357,medium
11.0,10,100,38,13.0,5.0,8.0,4.0,8.0,50,80,168,3.732142857142857,medium
5.77,5,10000,2892,1352.0,574.0,443.0,227.0,296.0,50,43,19735,3.975069673169496,medium
8.0,84,10000,3679,2077.0,783.0,446.0,192.0,181.0,50,37,80713,4.187813611190267,high
14.0,13,100,113,82.0,17.0,7.0,3.0,4.0,50,40,7627,4.04772518683624,high
6.0,26,100,12,2.0,2.0,6.0,1.0,1.0,50,40,99,3.646464646464647,medium
13.0,11,100,4,3.0,0.0,0.0,0.0,1.0,29,42,45151,4.032956080706961,medium
11.0,50,20000,2878,1646.0,632.0,324.0,126.0,150.0,50,43,36361,3.967520145210528,high
4.0,4,5000,783,268.0,129.0,155.0,102.0,129.0,7,48,32168,3.884543645859239,medium
5.77,16,1000,687,281.0,151.0,114.0,61.0,80.0,50,44,6570,4.220091324200913,medium
9.0,50,20000,2440,1415.0,448.0,305.0,116.0,156.0,50,41,15106,4.007149477028995,high
11.0,16,10000,1586,716.0,284.0,260.0,118.0,208.0,50,42,120781,4.15239979798147,medium
7.0,6,50,4,3.0,0.0,0.0,0.0,1.0,50,139,34,4.352941176470588,medium
9.0,22,1000,131,79.0,25.0,14.0,6.0,7.0,7,51,4516,4.231842338352524,high
5.8100000000000005,34,1000,54,19.0,8.0,17.0,3.0,7.0,2,43,80093,4.006692220293909,medium
11.0,59,100,56,20.0,14.0,10.0,7.0,5.0,50,54,4811,4.194554146747038,medium
11.0,10,20000,2160,985.0,356.0,320.0,156.0,343.0,50,37,5281,4.023291043363,medium
8.0,7,5000,876,355.0,168.0,112.0,70.0,171.0,50,42,2510,3.903585657370518,medium
11.0,10,10000,2422,1056.0,419.0,375.0,190.0,382.0,50,46,78616,4.310432990739798,medium
6.0,6,5000,844,440.0,187.0,114.0,44.0,59.0,50,24,10474,3.908535421042582,high
5.0,6,5000,824,441.0,165.0,112.0,43.0,63.0,50,41,32778,4.048355604368784,high
6.0,6,5000,609,306.0,112.0,88.0,41.0,62.0,50,38,1411,3.923458540042523,medium
8.0,7,5000,1061,536.0,212.0,180.0,63.0,70.0,50,43,42919,4.105967054218412,high
13.0,26,100,113,65.0,16.0,15.0,8.0,9.0,50,35,3682,4.4630635524171645,high
11.0,10,100,22,9.0,5.0,4.0,1.0,3.0,5,68,1746,4.024054982817869,medium
5.65,25,10000,418,180.0,74.0,65.0,36.0,63.0,50,43,23465,4.01760068186661,medium
4.83,51,50,1,0.0,0.0,0.0,1.0,0.0,3,39,57,3.824561403508772,low
8.0,16,10000,1589,770.0,391.0,248.0,77.0,103.0,9,43,3665,4.194270122783084,high
3.0,3,100,58,36.0,13.0,3.0,2.0,4.0,5,34,1050,3.883809523809524,high
8.0,7,50,8,5.0,1.0,0.0,0.0,2.0,1,25,334,3.736526946107785,medium
13.0,14,10000,1938,870.0,366.0,287.0,159.0,256.0,50,18,5466,3.941090376875229,medium
11.0,88,5000,1514,819.0,323.0,188.0,71.0,113.0,25,35,35751,4.022153226483176,high
7.0,22,10,4,1.0,1.0,1.0,1.0,0.0,3,37,1531,3.760287393860222,medium
5.0,5,5000,538,287.0,90.0,69.0,41.0,51.0,6,29,6876,3.775450843513671,medium
6.0,6,1000,309,146.0,53.0,51.0,32.0,27.0,50,39,24564,3.928879661292949,medium
13.0,11,100,4,3.0,0.0,0.0,0.0,1.0,29,42,45151,4.032956080706961,medium
3.0,3,20000,2826,1573.0,546.0,374.0,147.0,186.0,6,49,55670,4.1214837434884135,high
12.0,26,5000,663,385.0,119.0,84.0,28.0,47.0,50,43,18029,4.100615674746242,high
11.0,10,100,22,5.0,5.0,4.0,3.0,5.0,50,38,16487,3.967610844908109,medium
8.0,118,10000,2519,1158.0,545.0,370.0,181.0,265.0,50,43,23485,4.02469661486055,medium
5.85,13,1000,602,186.0,104.0,97.0,52.0,163.0,9,38,25631,3.8947368421052633,medium
6.0,6,100,55,17.0,6.0,11.0,6.0,15.0,1,27,23161,3.930572945900436,medium
9.0,57,1000,146,61.0,32.0,15.0,14.0,24.0,50,71,14442,4.143054978534829,medium
8.0,7,1000,141,64.0,22.0,19.0,7.0,29.0,50,24,3771,3.881463802704853,medium
5.0,5,100,2,2.0,0.0,0.0,0.0,0.0,13,41,5316,4.224604966139955,high
8.0,7,50,7,4.0,0.0,1.0,1.0,1.0,5,23,211,3.5450236966824646,medium
9.0,8,20000,4304,2089.0,901.0,650.0,287.0,377.0,50,41,18877,4.079885575038406,medium
8.0,7,10000,1061,351.0,192.0,184.0,110.0,224.0,30,28,88193,4.080890773644167,medium
4.8100000000000005,5,100,0,0.0,0.0,0.0,0.0,0.0,5,47,6,4.333333333333333,high
14.0,104,100,71,20.0,17.0,19.0,4.0,11.0,50,31,151,3.76158940397351,medium
8.0,26,100,13,13.0,0.0,0.0,0.0,0.0,50,33,138,3.659420289855072,high
7.0,81,100,23,10.0,2.0,5.0,3.0,3.0,30,43,7602,3.8566166798211,medium
3.0,3,100,12,4.0,3.0,3.0,1.0,1.0,2,40,38100,4.291469816272966,medium
8.0,8,1000,187,80.0,33.0,31.0,11.0,32.0,50,38,1761,4.089721749006246,medium
8.0,10,100,6,3.0,0.0,1.0,1.0,1.0,5,20,117,3.786324786324786,medium
12.0,11,5000,887,305.0,161.0,140.0,97.0,184.0,50,14,1021,3.681684622918707,medium
11.0,22,100,24,6.0,2.0,5.0,1.0,10.0,1,43,746,4.018766756032171,low
8.0,7,100,11,3.0,1.0,3.0,1.0,3.0,50,35,5768,4.484396671289876,low
8.0,7,100,111,77.0,14.0,10.0,6.0,4.0,50,38,1290,4.212403100775194,high
6.0,30,1000,325,130.0,61.0,48.0,24.0,62.0,50,41,383,3.793733681462141,medium
11.0,26,100,12,8.0,2.0,0.0,1.0,1.0,50,70,874,4.054919908466819,high
8.0,7,100,28,14.0,4.0,5.0,2.0,3.0,2,28,889,4.390326209223847,medium
8.0,7,1000,605,210.0,144.0,117.0,56.0,78.0,24,36,21226,4.014180721756337,medium
9.0,9,10000,2148,822.0,539.0,410.0,169.0,208.0,50,44,246312,4.203725356458476,medium
14.0,12,10,1,1.0,0.0,0.0,0.0,0.0,5,41,9217,4.173049799283932,high
13.0,11,5000,1224,569.0,278.0,175.0,67.0,135.0,34,19,56745,3.981073222310336,medium
4.84,5,100,57,30.0,12.0,10.0,0.0,5.0,2,43,16099,3.9514876700416175,high
5.0,5,1000,94,54.0,16.0,13.0,2.0,9.0,50,43,10436,4.044844768110387,high
14.0,89,5000,647,227.0,134.0,98.0,64.0,124.0,9,40,5985,4.231746031746032,medium
3.0,60,100,28,12.0,6.0,2.0,2.0,6.0,1,27,1500,3.952,medium
7.0,6,10000,1786,660.0,264.0,301.0,162.0,399.0,4,47,3566,3.7324733595064497,medium
5.0,5,50000,7088,3367.0,1510.0,1148.0,469.0,594.0,50,29,11481,4.095287866910548,medium
9.0,8,100,27,14.0,8.0,1.0,1.0,3.0,50,22,34975,4.336583273766976,high
9.0,8,1000,237,138.0,50.0,26.0,9.0,14.0,50,138,96838,4.264658501827795,high
8.0,11,1000,127,70.0,30.0,10.0,7.0,10.0,50,15,173,4.30635838150289,high
11.0,10,2,1,0.0,0.0,0.0,1.0,0.0,50,19,21307,3.999061341343221,low
19.0,17,5000,1163,559.0,212.0,135.0,77.0,180.0,2,27,15173,3.959994727476438,medium
8.0,25,10000,2324,1009.0,401.0,358.0,212.0,344.0,50,39,30292,4.227584840882081,medium
7.0,6,10000,1797,885.0,366.0,230.0,139.0,177.0,50,32,9938,4.124874220165023,medium
9.0,8,100,72,17.0,19.0,12.0,8.0,16.0,10,26,288,3.7291666666666665,medium
12.0,11,5000,434,146.0,58.0,59.0,38.0,133.0,3,29,6876,3.775450843513671,medium
8.0,7,100,21,9.0,7.0,2.0,0.0,3.0,50,21,6126,4.3183153770812925,medium
7.0,6,1000,245,77.0,44.0,39.0,19.0,66.0,50,43,9341,4.012953645219998,medium
8.0,17,1000,426,216.0,77.0,60.0,34.0,39.0,50,41,5807,3.984157051833993,medium
8.0,7,10,0,0.0,0.0,0.0,0.0,0.0,50,10,27175,3.966034958601656,high
11.0,10,20000,3648,2418.0,548.0,327.0,126.0,229.0,1,39,4448,4.29226618705036,high
11.0,30,1,0,0.0,0.0,0.0,0.0,0.0,10,33,1380,4.007246376811594,high
3.7,47,100,11,4.0,1.0,1.0,3.0,2.0,9,38,359,3.4094707520891365,medium
14.0,12,5000,1892,780.0,431.0,317.0,147.0,217.0,48,37,16447,4.030461482337205,medium
11.0,10,5000,1273,735.0,295.0,134.0,55.0,54.0,50,38,67171,4.1023209420732165,high
18.0,16,1000,477,181.0,112.0,75.0,43.0,66.0,50,27,2116,4.146030245746692,medium
12.0,118,20000,4266,2611.0,850.0,449.0,145.0,211.0,50,38,165915,4.256076906849893,high
14.0,43,1000,167,93.0,32.0,18.0,5.0,19.0,50,43,22711,3.8720443837787855,high
8.0,75,50,3,1.0,2.0,0.0,0.0,0.0,50,41,4773,4.002933165723864,high
1.77,2,10000,510,267.0,103.0,67.0,35.0,38.0,50,45,783,4.237547892720307,high
3.73,9,5000,856,475.0,171.0,112.0,49.0,49.0,50,44,2293,4.145660706498037,high
8.0,22,100,12,7.0,1.0,2.0,0.0,2.0,47,43,65189,4.049640276733805,medium
18.0,27,5000,1903,994.0,449.0,234.0,85.0,141.0,50,42,15855,4.052917060864081,high
4.0,4,100,46,23.0,12.0,6.0,1.0,4.0,50,48,32168,3.884543645859239,high
5.68,7,10000,1232,588.0,250.0,188.0,81.0,125.0,50,41,7544,4.05448038176034,medium
14.0,12,5000,643,365.0,109.0,73.0,33.0,63.0,2,43,80093,4.006692220293909,high
1.75,6,50,2,0.0,1.0,0.0,1.0,0.0,1,35,2782,4.06901509705248,low
14.0,84,100,60,35.0,10.0,7.0,4.0,4.0,2,43,849,3.7078916372202593,high
8.0,7,1000,127,29.0,17.0,19.0,17.0,45.0,5,25,9470,3.9568109820485744,low
6.0,9,10000,2211,1123.0,468.0,354.0,117.0,149.0,50,41,55089,4.032946686271306,high
5.89,5,5000,392,127.0,65.0,69.0,40.0,91.0,2,24,4295,3.849592549476135,medium
5.0,5,1000,435,191.0,87.0,69.0,41.0,47.0,50,39,3883,4.288179242853464,medium
2.71,3,20000,7022,3502.0,1523.0,1145.0,416.0,436.0,50,38,151249,4.04915734980066,high
11.0,10,100,3,3.0,0.0,0.0,0.0,0.0,3,42,299,4.247491638795987,high
16.0,14,100,10,6.0,1.0,2.0,0.0,1.0,50,44,16803,4.155031839552461,high
7.0,26,5000,542,283.0,111.0,69.0,29.0,50.0,50,37,8242,4.216694976947343,high
4.0,4,50,1,0.0,0.0,0.0,0.0,1.0,20,44,254,3.515748031496063,low
6.0,6,100,8,3.0,1.0,1.0,0.0,3.0,50,41,18877,4.079885575038406,medium
8.0,17,10,0,0.0,0.0,0.0,0.0,0.0,50,48,8,3.625,high
4.0,4,100,41,25.0,6.0,7.0,1.0,2.0,50,50,3053,3.8584998362266623,high
11.0,20,10000,2841,1352.0,636.0,397.0,185.0,271.0,16,41,12371,3.871635276048824,medium
12.0,59,5000,371,137.0,64.0,69.0,40.0,61.0,50,41,3592,4.062360801781737,medium
11.0,11,1000,228,59.0,38.0,36.0,32.0,63.0,50,17,5264,4.032864741641338,low
1.91,2,10000,697,385.0,125.0,81.0,48.0,58.0,2,22,2399,4.105460608586911,high
5.7,58,50000,8164,2936.0,1396.0,1547.0,970.0,1315.0,50,45,96276,4.096233744650796,medium
8.0,17,5000,907,601.0,187.0,84.0,16.0,19.0,50,40,1963,4.397350993377484,high
9.0,8,1000,81,29.0,20.0,13.0,7.0,12.0,50,43,13814,3.8568843202548138,medium
5.72,9,100,4,1.0,0.0,0.0,2.0,1.0,5,33,1373,3.899490167516388,low
2.0,10,100,10,3.0,1.0,3.0,1.0,2.0,1,41,8225,3.99063829787234,medium
9.0,9,1000,129,81.0,19.0,12.0,3.0,14.0,50,43,16527,3.940158528468568,high
15.0,13,10,4,2.0,1.0,0.0,1.0,0.0,50,42,331,4.021148036253776,medium
20.0,17,50,12,7.0,2.0,2.0,0.0,1.0,50,36,26,3.923076923076923,high
6.0,9,1000,304,126.0,66.0,44.0,23.0,45.0,50,42,3300,4.024242424242424,medium
3.0,3,1000,109,26.0,25.0,17.0,14.0,27.0,1,38,7936,3.964591733870968,medium
9.0,10,10000,2587,1511.0,479.0,275.0,115.0,207.0,50,31,5808,4.306990358126722,high
8.0,8,10000,1612,777.0,367.0,241.0,112.0,115.0,50,42,35262,3.939481594918042,medium
12.0,75,100,28,7.0,3.0,6.0,2.0,10.0,1,38,29,3.034482758620689,low
11.0,13,100,5,2.0,2.0,0.0,0.0,1.0,10,41,23832,4.020434709634105,medium
9.0,22,100,10,2.0,2.0,4.0,1.0,1.0,50,43,16099,3.9514876700416175,medium
7.0,6,1000,144,91.0,28.0,15.0,2.0,8.0,50,34,10963,4.323907689501049,high
5.92,9,100,17,7.0,3.0,4.0,1.0,2.0,18,43,5106,4.2128867998433215,medium
8.0,48,1000,794,500.0,152.0,86.0,26.0,30.0,50,9,3403,4.337349397590361,high
11.0,134,100,28,7.0,11.0,4.0,2.0,4.0,50,46,1926,4.071651090342679,medium
8.0,7,10000,2069,884.0,343.0,331.0,184.0,327.0,50,38,12006,3.901216058637348,medium
15.0,115,50000,6735,3278.0,1411.0,998.0,431.0,617.0,2,38,165915,4.256076906849893,medium
8.0,7,20000,2189,917.0,374.0,331.0,223.0,344.0,38,23,12309,4.045170200666179,medium
1.68,2,1000,238,129.0,42.0,27.0,7.0,33.0,1,23,12309,4.045170200666179,medium
24.0,59,1000,762,461.0,150.0,64.0,24.0,63.0,50,26,4084,4.308276199804114,high
5.65,26,100,33,14.0,7.0,4.0,3.0,5.0,50,32,3028,4.299207397622193,medium
13.0,11,100,26,18.0,4.0,1.0,1.0,2.0,50,139,21,4.047619047619048,high
16.0,106,100,76,38.0,21.0,5.0,8.0,4.0,50,40,15551,4.2336827213684005,high
5.83,5,100,22,13.0,5.0,3.0,1.0,0.0,3,24,17471,3.952836128441417,high
7.0,7,5000,579,190.0,108.0,94.0,70.0,117.0,50,31,4213,4.0583906954664135,medium
8.0,27,5000,921,447.0,203.0,145.0,62.0,64.0,1,43,41906,4.216412924163604,medium
5.65,9,5000,1002,590.0,195.0,124.0,41.0,52.0,50,20,5534,4.088904951210697,high
1.8,2,1000,76,35.0,10.0,13.0,8.0,10.0,4,20,4230,4.041371158392435,medium
7.0,6,100,22,5.0,3.0,7.0,1.0,6.0,50,41,3060,3.9349673202614377,low
1.75,6,50,2,0.0,1.0,0.0,1.0,0.0,1,35,2782,4.06901509705248,low
9.0,108,1000,252,136.0,52.0,31.0,10.0,23.0,50,42,5934,3.849511290866195,high
12.0,11,1000,201,73.0,44.0,29.0,18.0,37.0,50,139,779,3.776636713735559,medium
8.0,7,1000,132,56.0,34.0,20.0,9.0,13.0,50,31,2055,3.837956204379562,medium
5.0,5,100,6,4.0,1.0,1.0,0.0,0.0,50,45,10600,3.8675471698113206,high
11.0,10,1000,54,23.0,11.0,10.0,3.0,7.0,50,41,73271,3.954443094812409,medium
8.0,7,10000,2006,748.0,417.0,331.0,194.0,316.0,50,31,13946,4.000143410296859,medium
7.0,6,100,6,3.0,1.0,1.0,1.0,0.0,7,24,1559,4.039127645926876,medium
6.0,13,1000,79,26.0,17.0,18.0,7.0,11.0,50,43,13979,3.870734673438729,medium
6.0,22,1000,201,108.0,50.0,27.0,6.0,10.0,3,55,3439,4.417272462925269,high
13.0,25,100,79,29.0,16.0,10.0,7.0,17.0,50,41,27764,3.9504034000864414,medium
7.0,50,1000,408,212.0,89.0,56.0,29.0,22.0,50,41,12763,3.967484133824336,high
13.0,11,1000,64,28.0,7.0,9.0,9.0,11.0,10,30,12919,4.024460097530769,medium
12.0,14,50,8,2.0,4.0,1.0,1.0,0.0,50,22,52,3.8846153846153846,medium
5.71,13,1000,317,194.0,59.0,29.0,13.0,22.0,50,38,3709,4.242653006201133,high
11.0,51,100,4,1.0,1.0,0.0,1.0,1.0,50,43,17222,4.001277435837882,low
3.79,49,20000,8412,4299.0,1527.0,1177.0,527.0,882.0,2,8,56999,4.046825382901455,medium
8.0,10,100,18,5.0,6.0,1.0,3.0,3.0,3,23,290,3.682758620689655,medium
2.0,3,20000,6689,3566.0,1389.0,942.0,352.0,440.0,50,38,151249,4.04915734980066,high
6.0,22,1000,518,240.0,89.0,77.0,37.0,75.0,50,38,4233,4.016772974249941,medium
6.0,6,50,15,9.0,2.0,3.0,0.0,1.0,5,20,144,3.7222222222222223,high
13.0,11,100,4,1.0,1.0,2.0,0.0,0.0,35,43,18029,4.100615674746242,medium
8.0,25,1000,220,136.0,35.0,28.0,9.0,12.0,50,43,4072,3.900294695481336,high
7.0,6,100,0,0.0,0.0,0.0,0.0,0.0,50,140,0,5.0,high
11.0,10,5000,654,340.0,129.0,106.0,35.0,44.0,14,54,8117,4.064925465073303,high
11.0,152,1000,808,381.0,180.0,110.0,68.0,69.0,50,43,87178,3.908359907316066,medium
8.0,7,5000,757,360.0,132.0,116.0,55.0,94.0,50,44,246312,4.203725356458476,medium
1.65,2,1000,191,89.0,26.0,31.0,14.0,31.0,1,38,5654,3.9587902370003536,medium
8.0,22,10000,904,395.0,177.0,135.0,64.0,133.0,50,43,6651,4.084799278304015,medium
12.0,11,1000,899,390.0,198.0,130.0,65.0,116.0,20,43,1990,4.046733668341709,medium
9.0,8,10000,1982,938.0,384.0,292.0,136.0,232.0,50,30,66644,4.137581777804454,medium
8.0,7,20000,3216,1138.0,523.0,521.0,324.0,710.0,50,43,54504,3.80168428005284,medium
11.0,50,100,9,2.0,1.0,3.0,1.0,2.0,50,36,17,2.9411764705882355,low
11.0,10,1000,410,247.0,89.0,40.0,15.0,19.0,50,21,1733,3.842469705712637,high
9.0,8,5000,429,185.0,83.0,81.0,30.0,50.0,50,41,1029,3.8211856171039846,medium
7.0,13,10000,567,170.0,89.0,91.0,72.0,145.0,50,42,5934,3.849511290866195,medium
6.0,6,100,41,20.0,7.0,9.0,1.0,4.0,50,38,151249,4.04915734980066,medium
7.0,14,100,50,29.0,12.0,4.0,2.0,3.0,50,43,1160,4.143965517241379,high
1.65,2,1000,191,89.0,26.0,31.0,14.0,31.0,1,38,5654,3.9587902370003536,medium
11.0,106,20000,10150,4974.0,2091.0,1409.0,655.0,1021.0,12,45,25093,4.068664567807756,medium
11.0,85,1000,454,231.0,118.0,49.0,21.0,35.0,50,40,895,4.334078212290502,high
7.0,6,1000,442,220.0,111.0,72.0,23.0,16.0,50,47,1369,4.06135865595325,high
8.0,72,1000,153,85.0,22.0,24.0,7.0,15.0,50,41,4136,3.91247582205029,high
15.0,13,5000,1632,836.0,306.0,221.0,103.0,166.0,34,41,32323,4.040497478575627,medium
9.0,46,100,7,6.0,1.0,0.0,0.0,0.0,30,74,2228,4.228007181328546,high
7.0,6,10000,3078,2050.0,550.0,276.0,87.0,115.0,2,17,11264,4.101384943181818,high
11.0,10,100,39,11.0,8.0,3.0,7.0,10.0,3,47,103,3.689320388349514,medium
6.0,10,1000,87,22.0,10.0,23.0,10.0,22.0,3,20,232,3.676724137931034,low
8.0,10,100,58,27.0,18.0,7.0,2.0,4.0,3,23,123,4.040650406504065,high
2.0,2,100,12,2.0,2.0,4.0,1.0,3.0,1,25,366,3.9754098360655736,low
8.0,13,100,57,29.0,16.0,2.0,5.0,5.0,50,51,4516,4.231842338352524,high
22.0,159,1000,235,127.0,49.0,26.0,7.0,26.0,50,80,541,4.097966728280961,high
11.0,10,1000,140,66.0,35.0,15.0,5.0,19.0,50,42,124563,4.193588786397245,medium
6.0,6,1000,142,56.0,32.0,30.0,8.0,16.0,50,50,3053,3.8584998362266623,medium
6.0,38,5000,958,571.0,171.0,116.0,53.0,47.0,50,40,213709,4.293899648587566,high
9.0,50,100,37,16.0,10.0,3.0,5.0,3.0,50,42,3237,3.948409020698177,medium
12.0,11,20000,1711,702.0,339.0,272.0,144.0,254.0,29,36,55499,4.138885385322258,medium
6.0,6,20000,2706,1095.0,597.0,464.0,222.0,328.0,49,38,6714,4.0732797140303845,medium
9.0,33,5000,719,356.0,111.0,103.0,59.0,90.0,50,45,139788,4.166509285489456,medium
18.0,47,100,34,27.0,4.0,1.0,1.0,1.0,5,82,1465,4.2266211604095565,high
11.0,108,5000,299,72.0,47.0,59.0,36.0,85.0,50,52,2608,3.8730828220858897,low
13.0,13,1000,332,149.0,56.0,57.0,20.0,50.0,10,52,4048,4.0644762845849804,medium
11.0,38,20000,8971,3598.0,1821.0,1607.0,808.0,1137.0,50,42,73701,4.105127474525448,medium
11.0,10,1000,100,59.0,16.0,10.0,5.0,10.0,4,20,6300,4.078095238095238,high
11.0,10,100,51,29.0,9.0,8.0,1.0,4.0,50,43,16994,4.2636812992821,high
9.0,34,50,0,0.0,0.0,0.0,0.0,0.0,6,41,14676,4.07420278004906,high
6.0,7,50,3,1.0,0.0,0.0,1.0,1.0,46,8,1374,4.058951965065503,low
2.83,3,20000,1742,732.0,322.0,264.0,147.0,277.0,5,20,3791,3.918754945924558,medium
7.0,159,5000,1632,584.0,289.0,276.0,149.0,334.0,50,41,8547,4.081783081783081,medium
15.0,28,100,69,25.0,9.0,8.0,11.0,16.0,50,51,897,3.850613154960981,medium
14.0,68,5000,734,248.0,153.0,135.0,67.0,131.0,50,40,13075,4.226462715105162,medium
12.0,14,10,0,0.0,0.0,0.0,0.0,0.0,50,22,52,3.8846153846153846,high
5.8100000000000005,30,100,18,3.0,2.0,5.0,1.0,7.0,3,41,26473,3.8947606995807047,low
16.0,22,100,72,20.0,17.0,9.0,6.0,20.0,39,34,79,3.4177215189873418,medium
7.0,6,100,61,28.0,11.0,12.0,2.0,8.0,50,45,139607,4.216385997836785,medium
8.0,42,1000,449,230.0,87.0,60.0,25.0,47.0,50,40,47981,4.025364206665138,medium
12.0,13,10000,893,364.0,140.0,157.0,92.0,140.0,50,42,117487,4.087737366687378,medium
11.0,76,1000,364,212.0,61.0,38.0,20.0,33.0,50,40,6343,4.149140785117452,high
11.0,14,1000,651,333.0,114.0,97.0,39.0,68.0,19,83,6383,4.279492401691995,medium
5.69,5,5000,437,183.0,80.0,63.0,42.0,69.0,50,39,2114,4.227530747398297,medium
12.0,11,100,40,10.0,11.0,8.0,2.0,9.0,50,38,7936,3.964591733870968,medium
7.0,6,100,25,10.0,4.0,5.0,3.0,3.0,50,127,483,4.15527950310559,medium
7.0,13,50000,9075,2998.0,1514.0,1827.0,1136.0,1600.0,50,40,839882,4.103759813878616,medium
5.66,5,10000,2068,1245.0,418.0,247.0,68.0,90.0,50,138,2174765,4.356187909958088,high
8.0,7,20000,2877,1046.0,453.0,522.0,289.0,567.0,50,47,402743,4.156715324661136,medium
5.0,5,10000,1109,555.0,182.0,172.0,81.0,119.0,2,50,59903,4.153665091898569,medium
14.0,13,5000,2082,1201.0,398.0,241.0,94.0,148.0,50,31,5841,4.2177709296353365,high
6.0,47,1000,134,84.0,19.0,22.0,2.0,7.0,50,43,25914,3.862313807208458,high
8.0,7,10000,2694,1383.0,591.0,342.0,153.0,225.0,50,31,10258,4.243712224605186,high
11.0,21,1000,545,295.0,113.0,65.0,27.0,45.0,17,70,33303,3.981623277182236,high
1.85,11,100,97,49.0,16.0,14.0,9.0,9.0,2,40,91631,3.83793694273772,medium
9.0,8,5000,1926,740.0,405.0,345.0,164.0,272.0,50,41,73271,3.954443094812409,medium
8.0,56,10000,1285,469.0,286.0,252.0,94.0,184.0,50,36,1260,3.795238095238095,medium
3.0,3,50000,11408,5065.0,2342.0,1964.0,890.0,1147.0,50,38,151249,4.04915734980066,medium
6.0,17,5000,813,387.0,168.0,120.0,65.0,73.0,50,38,22765,4.238172633428508,medium
3.86,6,50,6,3.0,0.0,3.0,0.0,0.0,4,20,4098,3.8609077598828696,medium
9.0,8,5000,827,445.0,159.0,103.0,45.0,75.0,50,42,124563,4.193588786397245,high
5.89,5,5000,392,127.0,65.0,69.0,40.0,91.0,2,24,4295,3.849592549476135,medium
11.0,17,1000,462,189.0,89.0,74.0,41.0,69.0,50,36,5880,4.136394557823129,medium
8.0,7,20000,9337,4487.0,1955.0,1532.0,658.0,705.0,50,38,40245,3.997589762703442,medium
8.0,140,10000,1910,1141.0,329.0,212.0,88.0,140.0,50,19,2050,4.167804878048781,high
11.0,168,10,3,0.0,2.0,0.0,1.0,0.0,3,33,47,3.914893617021277,medium
11.0,168,10,3,0.0,2.0,0.0,1.0,0.0,3,33,47,3.914893617021277,medium
8.0,7,100,2,0.0,0.0,1.0,0.0,1.0,46,41,14676,4.07420278004906,low
2.0,8,50,8,5.0,1.0,0.0,0.0,2.0,1,40,7248,3.9430187637969096,medium
5.66,5,100,27,8.0,8.0,4.0,1.0,6.0,50,48,1129,3.83348095659876,medium
9.0,8,100,10,5.0,3.0,1.0,0.0,1.0,10,26,4402,4.022944116310768,high
8.0,9,100,61,38.0,6.0,8.0,2.0,7.0,2,39,1585,4.076971608832808,high
9.0,8,1000,282,127.0,47.0,58.0,20.0,30.0,15,43,16523,4.038733886098166,medium
2.76,17,1000,49,28.0,13.0,5.0,2.0,1.0,3,43,11505,4.136723163841808,high
3.83,4,100,67,27.0,15.0,6.0,7.0,12.0,1,38,5654,3.9587902370003536,medium
7.0,9,10000,1838,1253.0,351.0,139.0,42.0,53.0,50,43,8727,4.161796722814255,high
6.0,43,1000,566,239.0,71.0,85.0,56.0,115.0,15,43,36361,3.967520145210528,medium
8.0,21,100,36,20.0,6.0,5.0,2.0,3.0,50,48,5781,4.274865940148763,high
8.0,9,1000,45,28.0,4.0,9.0,0.0,4.0,50,42,21012,3.885160860460689,high
2.66,3,100,12,1.0,4.0,2.0,0.0,5.0,1,30,66644,4.137581777804454,low
8.0,85,20000,5685,1813.0,1162.0,1071.0,609.0,1030.0,50,47,402743,4.156715324661136,medium
8.0,7,1000,120,47.0,21.0,20.0,15.0,17.0,49,42,7348,4.1374523679912905,medium
3.67,9,5000,510,181.0,83.0,77.0,58.0,111.0,15,111,253249,4.070618245284286,medium
12.0,81,20000,1799,960.0,346.0,285.0,97.0,111.0,50,38,151914,4.127921060600077,high
13.0,11,20000,4378,2301.0,939.0,572.0,248.0,318.0,50,43,44067,4.28849252274945,high
9.0,8,5000,740,361.0,137.0,117.0,53.0,72.0,2,26,24771,4.047959307254451,medium
9.0,85,50,8,5.0,3.0,0.0,0.0,0.0,18,36,54,4.185185185185185,high
8.0,7,100,42,16.0,6.0,7.0,4.0,9.0,50,14,198,3.8383838383838382,medium
12.0,11,10000,3560,1950.0,776.0,428.0,184.0,222.0,50,30,19521,3.9848368423748783,high
5.0,75,100,15,7.0,3.0,2.0,1.0,2.0,50,43,17612,3.889677492618669,medium
